Accession,Organism_Name,GenBank_RefSeq,Assembly,Nucleotide,SRA_Accession,Submitters,Release_Date,Isolate,Species,Genus,Family,Molecule_type,Length,Genotype,Segment,Publications,Protein,Geo_Location,Country,USA,Host,Tissue_Specimen_Source,Collection_Date,BioSample,BioProject,GenBank_Title
AID48261,Influenza A virus (A/chicken/Wuxi/WX-33/2013(H5N1)),GenBank,GCA_038687525.1,KJ907619,,"Fan,S., Gao,X., Wang,T., Sun,W., Ying,Y., Li,X., Zhao,Y., Yang,S., Gao,Y., Xia,X.",1/1/2019,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),225,H5N1,8,,nonstructural protein 1,China: Wuxi,China,,Gallus gallus,feces,5/1/2013,,,nonstructural protein 1 [Influenza A virus (A/chicken/Wuxi/WX-33/2013(H5N1))]
AID48262,Influenza A virus (A/chicken/Wuxi/WX-33/2013(H5N1)),GenBank,GCA_038687525.1,KJ907619,,"Fan,S., Gao,X., Wang,T., Sun,W., Ying,Y., Li,X., Zhao,Y., Yang,S., Gao,Y., Xia,X.",1/1/2019,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),121,H5N1,8,,nuclear export protein,China: Wuxi,China,,Gallus gallus,feces,5/1/2013,,,nuclear export protein [Influenza A virus (A/chicken/Wuxi/WX-33/2013(H5N1))]
AID48263,Influenza A virus (A/chicken/Wuxi/WX-32/2013(H5N1)),GenBank,GCA_038684205.1,KJ907604,,"Fan,S., Gao,X., Wang,T., Sun,W., Ying,Y., Li,X., Zhao,Y., Yang,S., Gao,Y., Xia,X.",1/1/2019,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),759,H5N1,1,,polymerase PB2,China: Wuxi,China,,Gallus gallus,feces,4/1/2013,,,polymerase PB2 [Influenza A virus (A/chicken/Wuxi/WX-32/2013(H5N1))]
AID48264,Influenza A virus (A/chicken/Wuxi/WX-32/2013(H5N1)),GenBank,GCA_038684205.1,KJ907605,,"Fan,S., Gao,X., Wang,T., Sun,W., Ying,Y., Li,X., Zhao,Y., Yang,S., Gao,Y., Xia,X.",1/1/2019,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),757,H5N1,2,,polymerase PB1,China: Wuxi,China,,Gallus gallus,feces,4/1/2013,,,polymerase PB1 [Influenza A virus (A/chicken/Wuxi/WX-32/2013(H5N1))]
AID48265,Influenza A virus (A/chicken/Wuxi/WX-32/2013(H5N1)),GenBank,GCA_038684205.1,KJ907606,,"Fan,S., Gao,X., Wang,T., Sun,W., Ying,Y., Li,X., Zhao,Y., Yang,S., Gao,Y., Xia,X.",1/1/2019,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),716,H5N1,3,,polymerase PA,China: Wuxi,China,,Gallus gallus,feces,4/1/2013,,,polymerase PA [Influenza A virus (A/chicken/Wuxi/WX-32/2013(H5N1))]
AID48266,Influenza A virus (A/chicken/Wuxi/WX-32/2013(H5N1)),GenBank,GCA_038684205.1,KJ907607,,"Fan,S., Gao,X., Wang,T., Sun,W., Ying,Y., Li,X., Zhao,Y., Yang,S., Gao,Y., Xia,X.",1/1/2019,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),567,H5N1,4,,hemagglutinin,China: Wuxi,China,,Gallus gallus,feces,4/1/2013,,,hemagglutinin [Influenza A virus (A/chicken/Wuxi/WX-32/2013(H5N1))]
AID48267,Influenza A virus (A/chicken/Wuxi/WX-32/2013(H5N1)),GenBank,GCA_038684205.1,KJ907608,,"Fan,S., Gao,X., Wang,T., Sun,W., Ying,Y., Li,X., Zhao,Y., Yang,S., Gao,Y., Xia,X.",1/1/2019,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),498,H5N1,5,,nucleocapsid protein,China: Wuxi,China,,Gallus gallus,feces,4/1/2013,,,nucleocapsid protein [Influenza A virus (A/chicken/Wuxi/WX-32/2013(H5N1))]
AID48268,Influenza A virus (A/chicken/Wuxi/WX-32/2013(H5N1)),GenBank,GCA_038684205.1,KJ907609,,"Fan,S., Gao,X., Wang,T., Sun,W., Ying,Y., Li,X., Zhao,Y., Yang,S., Gao,Y., Xia,X.",1/1/2019,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),449,H5N1,6,,neuraminidase,China: Wuxi,China,,Gallus gallus,feces,4/1/2013,,,neuraminidase [Influenza A virus (A/chicken/Wuxi/WX-32/2013(H5N1))]
AID48269,Influenza A virus (A/chicken/Wuxi/WX-32/2013(H5N1)),GenBank,GCA_038684205.1,KJ907610,,"Fan,S., Gao,X., Wang,T., Sun,W., Ying,Y., Li,X., Zhao,Y., Yang,S., Gao,Y., Xia,X.",1/1/2019,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),252,H5N1,7,,matrix protein 1,China: Wuxi,China,,Gallus gallus,feces,4/1/2013,,,matrix protein 1 [Influenza A virus (A/chicken/Wuxi/WX-32/2013(H5N1))]
AID48270,Influenza A virus (A/chicken/Wuxi/WX-32/2013(H5N1)),GenBank,GCA_038684205.1,KJ907610,,"Fan,S., Gao,X., Wang,T., Sun,W., Ying,Y., Li,X., Zhao,Y., Yang,S., Gao,Y., Xia,X.",1/1/2019,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),97,H5N1,7,,matrix protein 2,China: Wuxi,China,,Gallus gallus,feces,4/1/2013,,,matrix protein 2 [Influenza A virus (A/chicken/Wuxi/WX-32/2013(H5N1))]
AID48271,Influenza A virus (A/chicken/Wuxi/WX-32/2013(H5N1)),GenBank,GCA_038684205.1,KJ907611,,"Fan,S., Gao,X., Wang,T., Sun,W., Ying,Y., Li,X., Zhao,Y., Yang,S., Gao,Y., Xia,X.",1/1/2019,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),225,H5N1,8,,nonstructural protein 1,China: Wuxi,China,,Gallus gallus,feces,4/1/2013,,,nonstructural protein 1 [Influenza A virus (A/chicken/Wuxi/WX-32/2013(H5N1))]
AID48272,Influenza A virus (A/chicken/Wuxi/WX-32/2013(H5N1)),GenBank,GCA_038684205.1,KJ907611,,"Fan,S., Gao,X., Wang,T., Sun,W., Ying,Y., Li,X., Zhao,Y., Yang,S., Gao,Y., Xia,X.",1/1/2019,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),121,H5N1,8,,nuclear export protein,China: Wuxi,China,,Gallus gallus,feces,4/1/2013,,,nuclear export protein [Influenza A virus (A/chicken/Wuxi/WX-32/2013(H5N1))]
AID48273,Influenza A virus (A/meerkat/Shanghai/SH-1/2012(H5N1)),GenBank,GCA_038646905.1,KJ907596,,"Fan,S., Gao,X., Wang,T., Sun,W., Ying,Y., Li,X., Zhao,Y., Yang,S., Gao,Y., Xia,X.",1/1/2019,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),759,H5N1,1,,polymerase PB2,China: Shanghai,China,,Suricata suricatta,feces,5/1/2012,,,polymerase PB2 [Influenza A virus (A/meerkat/Shanghai/SH-1/2012(H5N1))]
AID48274,Influenza A virus (A/meerkat/Shanghai/SH-1/2012(H5N1)),GenBank,GCA_038646905.1,KJ907597,,"Fan,S., Gao,X., Wang,T., Sun,W., Ying,Y., Li,X., Zhao,Y., Yang,S., Gao,Y., Xia,X.",1/1/2019,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),757,H5N1,2,,polymerase PB1,China: Shanghai,China,,Suricata suricatta,feces,5/1/2012,,,polymerase PB1 [Influenza A virus (A/meerkat/Shanghai/SH-1/2012(H5N1))]
AID48275,Influenza A virus (A/meerkat/Shanghai/SH-1/2012(H5N1)),GenBank,GCA_038646905.1,KJ907598,,"Fan,S., Gao,X., Wang,T., Sun,W., Ying,Y., Li,X., Zhao,Y., Yang,S., Gao,Y., Xia,X.",1/1/2019,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),716,H5N1,3,,polymerase PA,China: Shanghai,China,,Suricata suricatta,feces,5/1/2012,,,polymerase PA [Influenza A virus (A/meerkat/Shanghai/SH-1/2012(H5N1))]
AID48276,Influenza A virus (A/meerkat/Shanghai/SH-1/2012(H5N1)),GenBank,GCA_038646905.1,KJ907599,,"Fan,S., Gao,X., Wang,T., Sun,W., Ying,Y., Li,X., Zhao,Y., Yang,S., Gao,Y., Xia,X.",1/1/2019,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),567,H5N1,4,,hemagglutinin,China: Shanghai,China,,Suricata suricatta,feces,5/1/2012,,,hemagglutinin [Influenza A virus (A/meerkat/Shanghai/SH-1/2012(H5N1))]
AID48277,Influenza A virus (A/meerkat/Shanghai/SH-1/2012(H5N1)),GenBank,GCA_038646905.1,KJ907600,,"Fan,S., Gao,X., Wang,T., Sun,W., Ying,Y., Li,X., Zhao,Y., Yang,S., Gao,Y., Xia,X.",1/1/2019,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),498,H5N1,5,,nucleocapsid protein,China: Shanghai,China,,Suricata suricatta,feces,5/1/2012,,,nucleocapsid protein [Influenza A virus (A/meerkat/Shanghai/SH-1/2012(H5N1))]
AID48278,Influenza A virus (A/meerkat/Shanghai/SH-1/2012(H5N1)),GenBank,GCA_038646905.1,KJ907601,,"Fan,S., Gao,X., Wang,T., Sun,W., Ying,Y., Li,X., Zhao,Y., Yang,S., Gao,Y., Xia,X.",1/1/2019,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),449,H5N1,6,,neuraminidase,China: Shanghai,China,,Suricata suricatta,feces,5/1/2012,,,neuraminidase [Influenza A virus (A/meerkat/Shanghai/SH-1/2012(H5N1))]
AID48279,Influenza A virus (A/meerkat/Shanghai/SH-1/2012(H5N1)),GenBank,GCA_038646905.1,KJ907602,,"Fan,S., Gao,X., Wang,T., Sun,W., Ying,Y., Li,X., Zhao,Y., Yang,S., Gao,Y., Xia,X.",1/1/2019,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),252,H5N1,7,,matrix protein 1,China: Shanghai,China,,Suricata suricatta,feces,5/1/2012,,,matrix protein 1 [Influenza A virus (A/meerkat/Shanghai/SH-1/2012(H5N1))]
AID48280,Influenza A virus (A/meerkat/Shanghai/SH-1/2012(H5N1)),GenBank,GCA_038646905.1,KJ907602,,"Fan,S., Gao,X., Wang,T., Sun,W., Ying,Y., Li,X., Zhao,Y., Yang,S., Gao,Y., Xia,X.",1/1/2019,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),97,H5N1,7,,matrix protein 2,China: Shanghai,China,,Suricata suricatta,feces,5/1/2012,,,matrix protein 2 [Influenza A virus (A/meerkat/Shanghai/SH-1/2012(H5N1))]
AID48281,Influenza A virus (A/meerkat/Shanghai/SH-1/2012(H5N1)),GenBank,GCA_038646905.1,KJ907603,,"Fan,S., Gao,X., Wang,T., Sun,W., Ying,Y., Li,X., Zhao,Y., Yang,S., Gao,Y., Xia,X.",1/1/2019,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),225,H5N1,8,,nonstructural protein 1,China: Shanghai,China,,Suricata suricatta,feces,5/1/2012,,,nonstructural protein 1 [Influenza A virus (A/meerkat/Shanghai/SH-1/2012(H5N1))]
AID48282,Influenza A virus (A/meerkat/Shanghai/SH-1/2012(H5N1)),GenBank,GCA_038646905.1,KJ907603,,"Fan,S., Gao,X., Wang,T., Sun,W., Ying,Y., Li,X., Zhao,Y., Yang,S., Gao,Y., Xia,X.",1/1/2019,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),121,H5N1,8,,nuclear export protein,China: Shanghai,China,,Suricata suricatta,feces,5/1/2012,,,nuclear export protein [Influenza A virus (A/meerkat/Shanghai/SH-1/2012(H5N1))]
AKD00274,Influenza A virus (A/goose/Inner Mongolia/IM-192/2014(H5N1)),GenBank,GCA_038752275.1,KR010408,,"Gao,X.",5/9/2018,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),759,H5N1,1,,polymerase PB2,China: Inner Mongolia,China,,Anatidae,,10/26/2014,,,polymerase PB2 [Influenza A virus (A/goose/Inner Mongolia/IM-192/2014(H5N1))]
AKD00275,Influenza A virus (A/goose/Inner Mongolia/IM-192/2014(H5N1)),GenBank,GCA_038752275.1,KR010409,,"Gao,X.",5/9/2018,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),757,H5N1,2,,polymerase PB1,China: Inner Mongolia,China,,Anatidae,,10/26/2014,,,polymerase PB1 [Influenza A virus (A/goose/Inner Mongolia/IM-192/2014(H5N1))]
AKD00276,Influenza A virus (A/goose/Inner Mongolia/IM-192/2014(H5N1)),GenBank,GCA_038752275.1,KR010410,,"Gao,X.",5/9/2018,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),716,H5N1,3,,polymerase PA,China: Inner Mongolia,China,,Anatidae,,10/26/2014,,,polymerase PA [Influenza A virus (A/goose/Inner Mongolia/IM-192/2014(H5N1))]
AKD00277,Influenza A virus (A/goose/Inner Mongolia/IM-192/2014(H5N1)),GenBank,GCA_038752275.1,KR010411,,"Gao,X.",5/9/2018,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),567,H5N1,4,,hemagglutinin,China: Inner Mongolia,China,,Anatidae,,10/26/2014,,,hemagglutinin [Influenza A virus (A/goose/Inner Mongolia/IM-192/2014(H5N1))]
AKD00278,Influenza A virus (A/goose/Inner Mongolia/IM-192/2014(H5N1)),GenBank,GCA_038752275.1,KR010412,,"Gao,X.",5/9/2018,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),498,H5N1,5,,nucleocapsid protein,China: Inner Mongolia,China,,Anatidae,,10/26/2014,,,nucleocapsid protein [Influenza A virus (A/goose/Inner Mongolia/IM-192/2014(H5N1))]
AKD00279,Influenza A virus (A/goose/Inner Mongolia/IM-192/2014(H5N1)),GenBank,GCA_038752275.1,KR010413,,"Gao,X.",5/9/2018,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),469,H5N1,6,,neuraminidase,China: Inner Mongolia,China,,Anatidae,,10/26/2014,,,neuraminidase [Influenza A virus (A/goose/Inner Mongolia/IM-192/2014(H5N1))]
AKD00280,Influenza A virus (A/goose/Inner Mongolia/IM-192/2014(H5N1)),GenBank,GCA_038752275.1,KR010414,,"Gao,X.",5/9/2018,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),252,H5N1,7,,matrix protein 1,China: Inner Mongolia,China,,Anatidae,,10/26/2014,,,matrix protein 1 [Influenza A virus (A/goose/Inner Mongolia/IM-192/2014(H5N1))]
AKD00281,Influenza A virus (A/goose/Inner Mongolia/IM-192/2014(H5N1)),GenBank,GCA_038752275.1,KR010414,,"Gao,X.",5/9/2018,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),97,H5N1,7,,matrix protein 2,China: Inner Mongolia,China,,Anatidae,,10/26/2014,,,matrix protein 2 [Influenza A virus (A/goose/Inner Mongolia/IM-192/2014(H5N1))]
AKD00282,Influenza A virus (A/goose/Inner Mongolia/IM-192/2014(H5N1)),GenBank,GCA_038752275.1,KR010415,,"Gao,X.",5/9/2018,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),230,H5N1,8,,nonstructural protein 1,China: Inner Mongolia,China,,Anatidae,,10/26/2014,,,nonstructural protein 1 [Influenza A virus (A/goose/Inner Mongolia/IM-192/2014(H5N1))]
AKD00283,Influenza A virus (A/goose/Inner Mongolia/IM-192/2014(H5N1)),GenBank,GCA_038752275.1,KR010415,,"Gao,X.",5/9/2018,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),121,H5N1,8,,nuclear export protein,China: Inner Mongolia,China,,Anatidae,,10/26/2014,,,nuclear export protein [Influenza A virus (A/goose/Inner Mongolia/IM-192/2014(H5N1))]
APA05153,Influenza A virus (A/wild bird/Jiangxi/P410/2015(H5N1)),GenBank,set:f45c729836d71ba6dfee6e3fd1a692c23c4b90f4,KX960166,,"Jiang,W., Hou,G.",11/1/2017,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),567,H5N1,4,,hemagglutinin,China,China,,Aves,,1/7/2015,,,hemagglutinin [Influenza A virus (A/wild bird/Jiangxi/P410/2015(H5N1))]
APA05154,Influenza A virus (A/wild bird/Jiangxi/P410/2015(H5N1)),GenBank,set:f45c729836d71ba6dfee6e3fd1a692c23c4b90f4,KX960167,,"Jiang,W., Hou,G.",11/1/2017,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),449,H5N1,6,,neuraminidase,China,China,,Aves,,1/7/2015,,,neuraminidase [Influenza A virus (A/wild bird/Jiangxi/P410/2015(H5N1))]
APA05171,Influenza A virus (A/wild bird/Jiangxi/P126/2015(H5N1)),GenBank,set:5393c2b80a1c434072b8ae6637a9f90f6ccb9b32,KX960184,,"Jiang,W., Hou,G.",11/1/2017,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),567,H5N1,4,,hemagglutinin,China,China,,Aves,,1/7/2015,,,hemagglutinin [Influenza A virus (A/wild bird/Jiangxi/P126/2015(H5N1))]
APA05172,Influenza A virus (A/wild bird/Jiangxi/P126/2015(H5N1)),GenBank,set:5393c2b80a1c434072b8ae6637a9f90f6ccb9b32,KX960185,,"Jiang,W., Hou,G.",11/1/2017,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),449,H5N1,6,,neuraminidase,China,China,,Aves,,1/7/2015,,,neuraminidase [Influenza A virus (A/wild bird/Jiangxi/P126/2015(H5N1))]
ARD27291,Influenza A virus (A/chicken/Vietnam/RTD1302/2014(H5N1)),GenBank,set:ef8830c21f78ee00796f93f113620bb1c7439a6f,KY750631,,"Le,P.V., Song,D., Na,W., Yeom,M., Kim,H.-K.",4/8/2017,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),567,H5N1,4,,hemagglutinin,Viet Nam,Viet Nam,,Gallus gallus,lung,1/20/2014,,,hemagglutinin [Influenza A virus (A/chicken/Vietnam/RTD1302/2014(H5N1))]
ARD27292,Influenza A virus (A/chicken/Vietnam/RTD1302/2014(H5N1)),GenBank,set:ef8830c21f78ee00796f93f113620bb1c7439a6f,KY750632,,"Le,P.V., Song,D., Na,W., Yeom,M., Kim,H.-K.",4/8/2017,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),449,H5N1,6,,neuraminidase,Viet Nam,Viet Nam,,Gallus gallus,lung,1/20/2014,,,neuraminidase [Influenza A virus (A/chicken/Vietnam/RTD1302/2014(H5N1))]
APA05129,Influenza A virus (A/wild bird/Jiangsu/H443/2015(H5N1)),GenBank,set:38c791d2b013bbaed352fe08f3ae9b88b85cd542,KX960142,,"Jiang,W., Hou,G., Li,J., Peng,C., Wang,S., Chen,J.",1/13/2017,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),567,H5N1,4,1,hemagglutinin,China,China,,Aves,,4/5/2015,,,hemagglutinin [Influenza A virus (A/wild bird/Jiangsu/H443/2015(H5N1))]
APA05130,Influenza A virus (A/wild bird/Jiangsu/H443/2015(H5N1)),GenBank,set:38c791d2b013bbaed352fe08f3ae9b88b85cd542,KX960143,,"Jiang,W., Hou,G., Li,J., Peng,C., Wang,S., Chen,J.",1/13/2017,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),449,H5N1,6,1,neuraminidase,China,China,,Aves,,4/5/2015,,,neuraminidase [Influenza A virus (A/wild bird/Jiangsu/H443/2015(H5N1))]
APA05131,Influenza A virus (A/wild bird/Jiangsu/H438/2015(H5N1)),GenBank,set:df8870a4ff66c93e8bafd60ee15cb7a29343c670,KX960144,,"Jiang,W., Hou,G., Li,J., Peng,C., Wang,S., Chen,J.",1/13/2017,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),567,H5N1,4,1,hemagglutinin,China,China,,Aves,,4/5/2015,,,hemagglutinin [Influenza A virus (A/wild bird/Jiangsu/H438/2015(H5N1))]
APA05132,Influenza A virus (A/wild bird/Jiangsu/H438/2015(H5N1)),GenBank,set:df8870a4ff66c93e8bafd60ee15cb7a29343c670,KX960145,,"Jiang,W., Hou,G., Li,J., Peng,C., Wang,S., Chen,J.",1/13/2017,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),449,H5N1,6,1,neuraminidase,China,China,,Aves,,4/5/2015,,,neuraminidase [Influenza A virus (A/wild bird/Jiangsu/H438/2015(H5N1))]
APA05133,Influenza A virus (A/wild bird/Jiangsu/H436/2015(H5N1)),GenBank,set:f2eb434056747811ed6f320afe85248385d21bd3,KX960146,,"Jiang,W., Hou,G., Li,J., Peng,C., Wang,S., Chen,J.",1/13/2017,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),567,H5N1,4,1,hemagglutinin,China,China,,Aves,,4/5/2015,,,hemagglutinin [Influenza A virus (A/wild bird/Jiangsu/H436/2015(H5N1))]
APA05134,Influenza A virus (A/wild bird/Jiangsu/H436/2015(H5N1)),GenBank,set:f2eb434056747811ed6f320afe85248385d21bd3,KX960147,,"Jiang,W., Hou,G., Li,J., Peng,C., Wang,S., Chen,J.",1/13/2017,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),449,H5N1,6,1,neuraminidase,China,China,,Aves,,4/5/2015,,,neuraminidase [Influenza A virus (A/wild bird/Jiangsu/H436/2015(H5N1))]
APA05135,Influenza A virus (A/wild bird/Jiangsu/H416/2015(H5N1)),GenBank,set:3c6b62bf02da773e20ab7251cbeac00397be8f06,KX960148,,"Jiang,W., Hou,G., Li,J., Peng,C., Wang,S., Chen,J.",1/13/2017,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),567,H5N1,4,1,hemagglutinin,China,China,,Aves,,4/5/2015,,,hemagglutinin [Influenza A virus (A/wild bird/Jiangsu/H416/2015(H5N1))]
APA05136,Influenza A virus (A/wild bird/Jiangsu/H416/2015(H5N1)),GenBank,set:3c6b62bf02da773e20ab7251cbeac00397be8f06,KX960149,,"Jiang,W., Hou,G., Li,J., Peng,C., Wang,S., Chen,J.",1/13/2017,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),449,H5N1,6,1,neuraminidase,China,China,,Aves,,4/5/2015,,,neuraminidase [Influenza A virus (A/wild bird/Jiangsu/H416/2015(H5N1))]
APA05137,Influenza A virus (A/wild bird/Jiangsu/H410/2015(H5N1)),GenBank,set:354e8dfa9457cc009ac847e3f3403a60ef3958fa,KX960150,,"Jiang,W., Hou,G., Li,J., Peng,C., Wang,S., Chen,J.",1/13/2017,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),567,H5N1,4,1,hemagglutinin,China,China,,Aves,,4/5/2015,,,hemagglutinin [Influenza A virus (A/wild bird/Jiangsu/H410/2015(H5N1))]
APA05138,Influenza A virus (A/wild bird/Jiangsu/H410/2015(H5N1)),GenBank,set:354e8dfa9457cc009ac847e3f3403a60ef3958fa,KX960151,,"Jiang,W., Hou,G., Li,J., Peng,C., Wang,S., Chen,J.",1/13/2017,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),449,H5N1,6,1,neuraminidase,China,China,,Aves,,4/5/2015,,,neuraminidase [Influenza A virus (A/wild bird/Jiangsu/H410/2015(H5N1))]
APA05139,Influenza A virus (A/wild bird/Jiangsu/H226/2015(H5N1)),GenBank,set:70e983d59d1bd36ff9c1411a48eb115e960c4686,KX960152,,"Jiang,W., Hou,G., Li,J., Peng,C., Wang,S., Chen,J.",1/13/2017,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),567,H5N1,4,1,hemagglutinin,China,China,,Aves,,4/5/2015,,,hemagglutinin [Influenza A virus (A/wild bird/Jiangsu/H226/2015(H5N1))]
APA05140,Influenza A virus (A/wild bird/Jiangsu/H226/2015(H5N1)),GenBank,set:70e983d59d1bd36ff9c1411a48eb115e960c4686,KX960153,,"Jiang,W., Hou,G., Li,J., Peng,C., Wang,S., Chen,J.",1/13/2017,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),449,H5N1,6,1,neuraminidase,China,China,,Aves,,4/5/2015,,,neuraminidase [Influenza A virus (A/wild bird/Jiangsu/H226/2015(H5N1))]
APA05141,Influenza A virus (A/wild bird/Jiangsu/H220/2015(H5N1)),GenBank,set:ef789a476c0db71d6d7f21f2450e5ead2c6ac137,KX960154,,"Jiang,W., Hou,G., Li,J., Peng,C., Wang,S., Chen,J.",1/13/2017,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),567,H5N1,4,1,hemagglutinin,China,China,,Aves,,4/5/2015,,,hemagglutinin [Influenza A virus (A/wild bird/Jiangsu/H220/2015(H5N1))]
APA05142,Influenza A virus (A/wild bird/Jiangsu/H220/2015(H5N1)),GenBank,set:ef789a476c0db71d6d7f21f2450e5ead2c6ac137,KX960155,,"Jiang,W., Hou,G., Li,J., Peng,C., Wang,S., Chen,J.",1/13/2017,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),449,H5N1,6,1,neuraminidase,China,China,,Aves,,4/5/2015,,,neuraminidase [Influenza A virus (A/wild bird/Jiangsu/H220/2015(H5N1))]
APA05143,Influenza A virus (A/wild bird/Jiangsu/H184/2015(H5N1)),GenBank,set:260a54b25b1dbc50c76aff8dbb499a61ab3f5bd5,KX960156,,"Jiang,W., Hou,G., Li,J., Peng,C., Wang,S., Chen,J.",1/13/2017,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),567,H5N1,4,1,hemagglutinin,China,China,,Aves,,4/5/2015,,,hemagglutinin [Influenza A virus (A/wild bird/Jiangsu/H184/2015(H5N1))]
APA05144,Influenza A virus (A/wild bird/Jiangsu/H184/2015(H5N1)),GenBank,set:260a54b25b1dbc50c76aff8dbb499a61ab3f5bd5,KX960157,,"Jiang,W., Hou,G., Li,J., Peng,C., Wang,S., Chen,J.",1/13/2017,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),449,H5N1,6,1,neuraminidase,China,China,,Aves,,4/5/2015,,,neuraminidase [Influenza A virus (A/wild bird/Jiangsu/H184/2015(H5N1))]
